ibge7,municipio,uf,estabelecimentos_total,estabelecimentos_agricultura_familiar
1718402,Presidente Kennedy,TO,165,131
1718451,Pugmil,TO,161,115
1718501,Recursolândia,TO,404,263
1718550,Riachinho,TO,490,457
1718659,Rio da Conceição,TO,26,20
1718709,Rio dos Bois,TO,375,321
1718758,Rio Sono,TO,1197,725
1718808,Sampaio,TO,330,274
1718840,Sandolândia,TO,419,265
1718865,Santa Fé do Araguaia,TO,315,221
1718881,Santa Maria do Tocantins,TO,413,291
1718899,Santa Rita do Tocantins,TO,460,282
1718907,Santa Rosa do Tocantins,TO,540,341
1719004,Santa Tereza do Tocantins,TO,287,236
1720002,Santa Terezinha do Tocantins,TO,128,97
1720101,São Bento do Tocantins,TO,399,336
1720150,São Félix do Tocantins,TO,134,110
1720200,São Miguel do Tocantins,TO,280,214
1720259,São Salvador do Tocantins,TO,305,164
1720309,São Sebastião do Tocantins,TO,277,243
1720499,São Valério,TO,473,325
1720655,Silvanópolis,TO,366,228
1720804,Sítio Novo do Tocantins,TO,323,295
1720853,Sucupira,TO,144,66
1720903,Taguatinga,TO,764,596
1720937,Taipas do Tocantins,TO,98,61
1720978,Talismã,TO,331,199
1721000,Palmas,TO,1233,782
1721109,Tocantínia,TO,690,403
1721208,Tocantinópolis,TO,220,155
1721257,Tupirama,TO,142,90
1721307,Tupiratins,TO,275,204
1722081,Wanderlândia,TO,484,352
1722107,Xambioá,TO,464,345
2100055,Açailândia,MA,1617,1172
2100105,Afonso Cunha,MA,280,261
2100154,Água Doce do Maranhão,MA,790,693
2100204,Alcântara,MA,1570,1477
2100303,Aldeias Altas,MA,1362,1158
2100402,Altamira do Maranhão,MA,413,333
2100436,Alto Alegre do Maranhão,MA,209,159
2100477,Alto Alegre do Pindaré,MA,747,598
2100501,Alto Parnaíba,MA,447,324
2100550,Amapá do Maranhão,MA,210,189
2100600,Amarante do Maranhão,MA,2305,1951
2100709,Anajatuba,MA,1662,1529
2100808,Anapurus,MA,1114,1048
2100832,Apicum-Açu,MA,173,130
2100873,Araguanã,MA,529,429
2100907,Araioses,MA,2266,2118
2100956,Arame,MA,1402,1188
2101004,Arari,MA,1260,1030
2101103,Axixá,MA,695,523
2101202,Bacabal,MA,1964,1577
2101251,Bacabeira,MA,166,121
2101301,Bacuri,MA,437,376
2101350,Bacurituba,MA,416,408
2101400,Balsas,MA,1488,963
2101509,Barão de Grajaú,MA,872,718
2101608,Barra do Corda,MA,2459,2058
2101707,Barreirinhas,MA,2457,2096
2101731,Belágua,MA,892,873
2101772,Bela Vista do Maranhão,MA,201,124
2101806,Benedito Leite,MA,363,276
2101905,Bequimão,MA,2009,1745
2101939,Bernardo do Mearim,MA,456,443
2101970,Boa Vista do Gurupi,MA,188,165
2102002,Bom Jardim,MA,1044,830
2102036,Bom Jesus das Selvas,MA,781,659
2102077,Bom Lugar,MA,900,749
2102101,Brejo,MA,2416,2244
2102150,Brejo de Areia,MA,697,520
2102200,Buriti,MA,2946,2771
2102309,Buriti Bravo,MA,899,792
2102325,Buriticupu,MA,837,718
2102358,Buritirana,MA,588,411
2102374,Cachoeira Grande,MA,904,841
2102408,Cajapió,MA,781,688
2102507,Cajari,MA,2149,1839
2102556,Campestre do Maranhão,MA,207,165
2102606,Cândido Mendes,MA,433,402
2102705,Cantanhede,MA,1369,1197
2102754,Capinzal do Norte,MA,746,645
2102804,Carolina,MA,1253,873
2102903,Carutapera,MA,379,330
2103000,Caxias,MA,4567,3780
2103109,Cedral,MA,401,390
2103125,Central do Maranhão,MA,367,359
2103158,Centro do Guilherme,MA,425,406
2103174,Centro Novo do Maranhão,MA,536,430
2103208,Chapadinha,MA,4314,3833
2103257,Cidelândia,MA,816,593
2103307,Codó,MA,4808,4473
2103406,Coelho Neto,MA,974,858
2103505,Colinas,MA,1198,1106
2103554,Conceição do Lago-Açu,MA,484,373
2103604,Coroatá,MA,2826,2704
2103703,Cururupu,MA,443,404
2103752,Davinópolis,MA,214,119
2103802,Dom Pedro,MA,631,436
2103901,Duque Bacelar,MA,263,253
2104008,Esperantinópolis,MA,1423,1157
2104057,Estreito,MA,1327,1064
2104073,Feira Nova do Maranhão,MA,1019,804
2104081,Fernando Falcão,MA,758,640
2104099,Formosa da Serra Negra,MA,1949,1758
2104107,Fortaleza dos Nogueiras,MA,1088,858
2104206,Fortuna,MA,317,289
2104305,Godofredo Viana,MA,226,167
2104404,Gonçalves Dias,MA,1023,804
2104503,Governador Archer,MA,410,307
2104552,Governador Edison Lobão,MA,314,175
2104602,Governador Eugênio Barros,MA,1114,943
2104628,Governador Luiz Rocha,MA,179,122
2104651,Governador Newton Bello,MA,315,211
2104677,Governador Nunes Freire,MA,550,434
2104701,Graça Aranha,MA,459,390
2104800,Grajaú,MA,3216,2435
2104909,Guimarães,MA,449,389
2105005,Humberto de Campos,MA,853,783
2105104,Icatu,MA,1429,1228
2105153,Igarapé do Meio,MA,361,295
2105203,Igarapé Grande,MA,661,603
2105302,Imperatriz,MA,709,468
2105351,Itaipava do Grajaú,MA,799,684
2105401,Itapecuru Mirim,MA,2131,2014
2105427,Itinga do Maranhão,MA,655,485
2105450,Jatobá,MA,528,498
2105476,Jenipapo dos Vieiras,MA,932,838
2105500,João Lisboa,MA,679,500
2105609,Joselândia,MA,1146,1098
2105658,Junco do Maranhão,MA,195,156
2105708,Lago da Pedra,MA,1010,768
2105807,Lago do Junco,MA,674,612
2105906,Lago Verde,MA,615,497
2105922,Lagoa do Mato,MA,1012,856
2105948,Lago dos Rodrigues,MA,496,459
2105963,Lagoa Grande do Maranhão,MA,595,514
2105989,Lajeado Novo,MA,691,602
2106003,Lima Campos,MA,719,620
2106102,Loreto,MA,579,434
2106201,Luís Domingues,MA,273,231
2106300,Magalhães de Almeida,MA,930,605
2106326,Maracaçumé,MA,197,169
2106359,Marajá do Sena,MA,382,315
2106375,Maranhãozinho,MA,427,332
2106409,Mata Roma,MA,1074,971
2106508,Matinha,MA,2012,1380
2106607,Matões,MA,2280,1834
2106631,Matões do Norte,MA,595,525
2106672,Milagres do Maranhão,MA,1183,1060
2106706,Mirador,MA,1566,1301
2106755,Miranda do Norte,MA,260,225
2106805,Mirinzal,MA,707,658
2106904,Monção,MA,934,785
2107001,Montes Altos,MA,717,535
2107100,Morros,MA,1266,1181
2107209,Nina Rodrigues,MA,660,548
2107258,Nova Colinas,MA,343,277
2107308,Nova Iorque,MA,138,109
2107357,Nova Olinda do Maranhão,MA,760,618
2107407,Olho d'Água das Cunhãs,MA,451,316
2107456,Olinda Nova do Maranhão,MA,1052,824
2107506,Paço do Lumiar,MA,919,861
2107605,Palmeirândia,MA,1924,1807
2107704,Paraibano,MA,627,546
2107803,Parnarama,MA,1771,1542
2107902,Passagem Franca,MA,1258,1088
2108009,Pastos Bons,MA,668,530
2108058,Paulino Neves,MA,947,877
2108108,Paulo Ramos,MA,710,467
2108207,Pedreiras,MA,602,571
2108256,Pedro do Rosário,MA,3130,2849
2108306,Penalva,MA,2795,2598
2108405,Peri Mirim,MA,633,536
2108454,Peritoró,MA,824,775
2108504,Pindaré-Mirim,MA,241,140
2108603,Pinheiro,MA,2186,1768
2108702,Pio XII,MA,686,559
2108801,Pirapemas,MA,972,882
2108900,Poção de Pedras,MA,2241,1906
2109007,Porto Franco,MA,953,746
2109056,Porto Rico do Maranhão,MA,284,273
2109106,Presidente Dutra,MA,969,772
2109205,Presidente Juscelino,MA,780,715
2109239,Presidente Médici,MA,222,189
2109270,Presidente Sarney,MA,1420,1248
2109304,Presidente Vargas,MA,771,650
2109403,Primeira Cruz,MA,452,404
2109452,Raposa,MA,250,233
2109502,Riachão,MA,1515,1135
2109551,Ribamar Fiquene,MA,423,322
2109601,Rosário,MA,490,392
2109700,Sambaíba,MA,492,382
2109759,Santa Filomena do Maranhão,MA,334,297
2109809,Santa Helena,MA,1285,1208
2109908,Santa Inês,MA,282,196
2110005,Santa Luzia,MA,1961,1645
2110039,Santa Luzia do Paruá,MA,833,677
2110104,Santa Quitéria do Maranhão,MA,1370,1256
2110203,Santa Rita,MA,1608,1221
2110237,Santana do Maranhão,MA,824,711
2110278,Santo Amaro do Maranhão,MA,725,649
2110302,Santo Antônio dos Lopes,MA,1521,1315
2110401,São Benedito do Rio Preto,MA,1353,1304
2110500,São Bento,MA,1207,1132
2110609,São Bernardo,MA,1684,1575
2110658,São Domingos do Azeitão,MA,239,153
2110708,São Domingos do Maranhão,MA,1219,955
2110807,São Félix de Balsas,MA,619,445
2110856,São Francisco do Brejão,MA,508,327
2110906,São Francisco do Maranhão,MA,694,587
2111003,São João Batista,MA,2365,2263
2111029,São João do Carú,MA,359,287
2111052,São João do Paraíso,MA,1058,847
2111078,São João do Soter,MA,930,779
2111102,São João dos Patos,MA,543,466
2111201,São José de Ribamar,MA,959,804
2111250,São José dos Basílios,MA,738,550
2111300,São Luís,MA,817,644
2111409,São Luís Gonzaga do Maranhão,MA,1622,1369
2111508,São Mateus do Maranhão,MA,568,427
2111532,São Pedro da Água Branca,MA,236,184
2111573,São Pedro dos Crentes,MA,519,417
2111607,São Raimundo das Mangabeiras,MA,589,477
2111631,São Raimundo do Doca Bezerra,MA,742,662
2111672,São Roberto,MA,417,385
2111706,São Vicente Ferrer,MA,2009,1578
2111722,Satubinha,MA,431,344
2111748,Senador Alexandre Costa,MA,229,195
2111763,Senador La Rocque,MA,509,359
2111789,Serrano do Maranhão,MA,498,446
2111805,Sítio Novo,MA,2036,1720
2111904,Sucupira do Norte,MA,710,642
2111953,Sucupira do Riachão,MA,195,171
2112001,Tasso Fragoso,MA,378,281
2112100,Timbiras,MA,1381,1289
2112209,Timon,MA,2544,1861
2112233,Trizidela do Vale,MA,377,336
2112274,Tufilândia,MA,129,103
2112308,Tuntum,MA,1552,1268
2112407,Turiaçu,MA,1895,1840
2112456,Turilândia,MA,697,590
2112506,Tutóia,MA,2396,2249
2112605,Urbano Santos,MA,2944,2748
2112704,Vargem Grande,MA,1813,1723
2112803,Viana,MA,2692,2424
2112852,Vila Nova dos Martírios,MA,698,537
2112902,Vitória do Mearim,MA,1132,940
2113009,Vitorino Freire,MA,933,618
2114007,Zé Doca,MA,877,677
2200053,Acauã,PI,1734,1364
2200103,Agricolândia,PI,446,270
2200202,Água Branca,PI,448,317
2200251,Alagoinha do Piauí,PI,1908,1759
2200277,Alegrete do Piauí,PI,549,485
2200301,Alto Longá,PI,1936,1743
2200400,Altos,PI,1668,1342
2200459,Alvorada do Gurguéia,PI,376,327
2200509,Amarante,PI,1835,1621
2200608,Angical do Piauí,PI,457,404
2200707,Anísio de Abreu,PI,1306,980
2200806,Antônio Almeida,PI,161,145
2200905,Aroazes,PI,564,504
2200954,Aroeiras do Itaim,PI,594,410
2201002,Arraial,PI,680,599
2201051,Assunção do Piauí,PI,1254,1019
2201101,Avelino Lopes,PI,1256,1070
2201150,Baixa Grande do Ribeiro,PI,913,659
2201176,Barra D'Alcântara,PI,704,611
2201200,Barras,PI,3967,3643
2201309,Barreiras do Piauí,PI,245,235
2201408,Barro Duro,PI,413,349
2201507,Batalha,PI,3367,3104
2201556,Bela Vista do Piauí,PI,837,774
2201572,Belém do Piauí,PI,455,405
2201606,Beneditinos,PI,1002,824
2201705,Bertolínia,PI,413,377
2201739,Betânia do Piauí,PI,1153,1000
2201770,Boa Hora,PI,657,635
2201804,Bocaina,PI,771,566
2201903,Bom Jesus,PI,1023,652
2201919,Bom Princípio do Piauí,PI,527,363
2201929,Bonfim do Piauí,PI,1417,1016
2201945,Boqueirão do Piauí,PI,557,488
2201960,Brasileira,PI,753,668
2201988,Brejo do Piauí,PI,799,649
2202000,Buriti dos Lopes,PI,1198,1008
2202026,Buriti dos Montes,PI,1183,945
2202059,Cabeceiras do Piauí,PI,1360,1238
2202075,Cajazeiras do Piauí,PI,539,491
2202083,Cajueiro da Praia,PI,489,311
2202091,Caldeirão Grande do Piauí,PI,1085,889
2202109,Campinas do Piauí,PI,1555,1238
2202117,Campo Alegre do Fidalgo,PI,1004,904
2202133,Campo Grande do Piauí,PI,1183,1062
2202174,Campo Largo do Piauí,PI,1162,966
2202208,Campo Maior,PI,2232,1591
2202251,Canavieira,PI,484,440
2202307,Canto do Buriti,PI,2160,1541
2202406,Capitão de Campos,PI,902,486
2202455,Capitão Gervásio Oliveira,PI,843,737
2202505,Caracol,PI,1443,1166
2202539,Caraúbas do Piauí,PI,948,788
2202554,Caridade do Piauí,PI,837,625
2202604,Castelo do Piauí,PI,1718,1380
2202653,Caxingó,PI,466,368
2202703,Cocal,PI,3861,3351
2202711,Cocal de Telha,PI,504,398
2202729,Cocal dos Alves,PI,1449,1171
2202737,Coivaras,PI,573,461
2202752,Colônia do Gurguéia,PI,302,221
2202778,Colônia do Piauí,PI,1100,891
2202802,Conceição do Canindé,PI,700,572
2202851,Coronel José Dias,PI,732,600
2202901,Corrente,PI,1469,1144
2203008,Cristalândia do Piauí,PI,789,627
2203107,Cristino Castro,PI,495,450
2203206,Curimatá,PI,1183,874
2203230,Currais,PI,759,372
2203255,Curralinhos,PI,463,395
2203271,Curral Novo do Piauí,PI,741,633
2203305,Demerval Lobão,PI,633,447
2203354,Dirceu Arcoverde,PI,1561,1328
2203404,Dom Expedito Lopes,PI,412,251
2203420,Domingos Mourão,PI,688,572
2203453,Dom Inocêncio,PI,1876,1398
2203503,Elesbão Veloso,PI,1372,1128
2203602,Eliseu Martins,PI,493,412
2203701,Esperantina,PI,2295,1706
2203750,Fartura do Piauí,PI,1149,939
2203800,Flores do Piauí,PI,579,463
2203859,Floresta do Piauí,PI,421,370
2203909,Floriano,PI,1382,989
2204006,Francinópolis,PI,659,565
2204105,Francisco Ayres,PI,615,557
2204154,Francisco Macedo,PI,444,370
2204204,Francisco Santos,PI,1295,1099
2204303,Fronteiras,PI,969,807
2204352,Geminiano,PI,919,656
2204402,Gilbués,PI,761,614
2204501,Guadalupe,PI,250,138
2204550,Guaribas,PI,850,709
2204600,Hugo Napoleão,PI,375,252
2204659,Ilha Grande,PI,218,186
2204709,Inhuma,PI,2269,1967
2204808,Ipiranga do Piauí,PI,1211,1025
2204907,Isaías Coelho,PI,1717,1366
2205003,Itainópolis,PI,2166,1657
2205102,Itaueira,PI,1476,1239
2205151,Jacobina do Piauí,PI,1406,1142
2205201,Jaicós,PI,2637,2260
2205250,Jardim do Mulato,PI,548,500
2205276,Jatobá do Piauí,PI,885,702
2205300,Jerumenha,PI,191,130
2205359,João Costa,PI,640,566
2205409,Joaquim Pires,PI,1464,1217
2205458,Joca Marques,PI,789,571
2205508,José de Freitas,PI,3426,2353
2205516,Juazeiro do Piauí,PI,882,608
2205524,Júlio Borges,PI,889,804
2205532,Jurema,PI,1130,896
2205540,Lagoinha do Piauí,PI,206,166
2205557,Lagoa Alegre,PI,798,673
2205565,Lagoa do Barro do Piauí,PI,1004,843
2205573,Lagoa de São Francisco,PI,940,682
2205581,Lagoa do Piauí,PI,566,455
2205599,Lagoa do Sítio,PI,1097,1030
2205607,Landri Sales,PI,853,515
2205706,Luís Correia,PI,3197,2468
2205805,Luzilândia,PI,2396,2133
2205854,Madeiro,PI,892,738
2205904,Manoel Emídio,PI,494,437
2205953,Marcolândia,PI,434,425
2206001,Marcos Parente,PI,421,301
2206050,Massapê do Piauí,PI,1310,1168
2206100,Matias Olímpio,PI,765,721
2206209,Miguel Alves,PI,3972,3511
2206308,Miguel Leão,PI,134,109
2206357,Milton Brandão,PI,1327,1189
2206407,Monsenhor Gil,PI,925,711
2206506,Monsenhor Hipólito,PI,1628,1402
2206605,Monte Alegre do Piauí,PI,1608,1260
2206654,Morro Cabeça no Tempo,PI,576,462
2206670,Morro do Chapéu do Piauí,PI,646,477
2206696,Murici dos Portelas,PI,1622,1497
2206704,Nazaré do Piauí,PI,531,439
2206720,Nazária,PI,870,373
2206753,Nossa Senhora de Nazaré,PI,692,554
2206803,Nossa Senhora dos Remédios,PI,1399,982
2206902,Novo Oriente do Piauí,PI,887,766
2206951,Novo Santo Antônio,PI,555,500
2207009,Oeiras,PI,3588,2900
2207108,Olho D'Água do Piauí,PI,468,371
2207207,Padre Marcos,PI,829,789
2207306,Paes Landim,PI,807,526
2207355,Pajeú do Piauí,PI,590,469
2207405,Palmeira do Piauí,PI,765,573
2207504,Palmeirais,PI,2044,1404
2207553,Paquetá,PI,597,443
2207603,Parnaguá,PI,1040,822
2207702,Parnaíba,PI,1269,478
2207751,Passagem Franca do Piauí,PI,525,450
2207777,Patos do Piauí,PI,1273,949
2207793,Pau D'Arco do Piauí,PI,661,359
2207801,Paulistana,PI,2476,2281
2207850,Pavussu,PI,647,583
2207900,Pedro II,PI,3644,3161
2207934,Pedro Laurentino,PI,597,516
2207959,Nova Santa Rita,PI,899,690
2208007,Picos,PI,3014,2105
2208106,Pimenteiras,PI,1894,1528
2208205,Pio IX,PI,3584,3149
2208304,Piracuruca,PI,2030,1388
2208403,Piripiri,PI,3460,2785
2208502,Porto,PI,804,632
2208551,Porto Alegre do Piauí,PI,217,178
2208601,Prata do Piauí,PI,200,179
2208650,Queimada Nova,PI,1877,1612
2208700,Redenção do Gurguéia,PI,624,452
2208809,Regeneração,PI,929,838
2208858,Riacho Frio,PI,429,359
2208874,Ribeira do Piauí,PI,464,386
2208908,Ribeiro Gonçalves,PI,345,237
2209005,Rio Grande do Piauí,PI,857,715
2209104,Santa Cruz do Piauí,PI,541,424
2209153,Santa Cruz dos Milagres,PI,268,142
2209203,Santa Filomena,PI,640,401
2209302,Santa Luz,PI,435,325
2209351,Santana do Piauí,PI,561,471
2209377,Santa Rosa do Piauí,PI,510,415
2209401,Santo Antônio de Lisboa,PI,892,718
2209450,Santo Antônio dos Milagres,PI,204,156
2209500,Santo Inácio do Piauí,PI,717,425
2209559,São Braz do Piauí,PI,1073,964
2209609,São Félix do Piauí,PI,338,224
2209658,São Francisco de Assis do Piauí,PI,1196,1103
2209708,São Francisco do Piauí,PI,1210,1004
2209757,São Gonçalo do Gurguéia,PI,367,310
2209807,São Gonçalo do Piauí,PI,449,228
2209856,São João da Canabrava,PI,406,366
2209872,São João da Fronteira,PI,316,290
2209906,São João da Serra,PI,734,608
2209955,São João da Varjota,PI,510,490
2209971,São João do Arraial,PI,703,606
2210003,São João do Piauí,PI,1311,1030
2210052,São José do Divino,PI,538,489
2210102,São José do Peixe,PI,397,344
2210201,São José do Piauí,PI,1603,1340
2210300,São Julião,PI,547,435
2210359,São Lourenço do Piauí,PI,860,761
2210375,São Luis do Piauí,PI,520,406
2210383,São Miguel da Baixa Grande,PI,293,254
2210391,São Miguel do Fidalgo,PI,207,182
2210409,São Miguel do Tapuio,PI,2632,2225
2210508,São Pedro do Piauí,PI,1489,1164
2210607,São Raimundo Nonato,PI,3664,2689
2210623,Sebastião Barros,PI,578,474
2210631,Sebastião Leal,PI,502,386
2210656,Sigefredo Pacheco,PI,1534,1134
2210706,Simões,PI,2082,1689
2210805,Simplício Mendes,PI,1636,1286
2210904,Socorro do Piauí,PI,635,473
2210938,Sussuapara,PI,863,768
2210953,Tamboril do Piauí,PI,592,428
2210979,Tanque do Piauí,PI,444,387
2211001,Teresina,PI,5171,2799
2211100,União,PI,3781,3286
2211209,Uruçuí,PI,1220,873
2211308,Valença do Piauí,PI,1154,895
2211357,Várzea Branca,PI,1139,864
2211407,Várzea Grande,PI,528,434
2211506,Vera Mendes,PI,719,624
2211605,Vila Nova do Piauí,PI,869,744
2211704,Wall Ferraz,PI,833,749
2300101,Abaiara,CE,884,660
2300150,Acarape,CE,852,521
2300200,Acaraú,CE,5029,3791
2300309,Acopiara,CE,6034,4236
2300408,Aiuaba,CE,2932,2337
2300507,Alcântaras,CE,612,489
2300606,Altaneira,CE,562,427
2300705,Alto Santo,CE,1564,1080
2300754,Amontada,CE,3529,3025
2300804,Antonina do Norte,CE,400,319
2300903,Apuiarés,CE,1247,1030
2301000,Aquiraz,CE,4325,2045
2301109,Aracati,CE,3055,2044
2301208,Aracoiaba,CE,2757,1884
2301257,Ararendá,CE,1613,1234
2301307,Araripe,CE,3073,2398
2301406,Aratuba,CE,1588,1177
2301505,Arneiroz,CE,1361,1046
2301604,Assaré,CE,2643,2040
2301703,Aurora,CE,2633,2083
2301802,Baixio,CE,764,603
2301851,Banabuiú,CE,1104,974
2301901,Barbalha,CE,2936,1579
2301950,Barreira,CE,1753,1358
2302008,Barro,CE,1605,1430
2302057,Barroquinha,CE,887,668
2302107,Baturité,CE,2045,1668
2302206,Beberibe,CE,3365,2785
2302305,Bela Cruz,CE,2593,2183
2302404,Boa Viagem,CE,6176,5224
2302503,Brejo Santo,CE,1682,1335
2302602,Camocim,CE,2184,1818
2302701,Campos Sales,CE,2676,2231
2302800,Canindé,CE,5847,4510
2302909,Capistrano,CE,2189,1890
2303006,Caridade,CE,1458,1063
2303105,Cariré,CE,1751,1289
2303204,Caririaçu,CE,2643,1968
2303303,Cariús,CE,2740,2336
2303402,Carnaubal,CE,1021,690
2303501,Cascavel,CE,2550,2095
2303600,Catarina,CE,1222,657
2303659,Catunda,CE,1139,974
2303709,Caucaia,CE,2699,1654
2303808,Cedro,CE,2829,2107
2303907,Chaval,CE,459,397
2303931,Choró,CE,1805,1566
2303956,Chorozinho,CE,1383,1237
2304004,Coreaú,CE,1271,1123
2304103,Crateús,CE,6457,5020
2304202,Crato,CE,2649,2090
2304236,Croatá,CE,1684,1585
2304251,Cruz,CE,1425,1107
2304269,Deputado Irapuan Pinheiro,CE,1594,1260
2304277,Ereré,CE,516,444
2304285,Eusébio,CE,187,119
2304301,Farias Brito,CE,2401,1828
2304350,Forquilha,CE,764,614
2304400,Fortaleza,CE,244,197
2304459,Fortim,CE,596,418
2304509,Frecheirinha,CE,916,647
2304608,General Sampaio,CE,380,339
2304657,Graça,CE,1744,1324
2304707,Granja,CE,4367,3913
2304806,Granjeiro,CE,597,466
2304905,Groaíras,CE,1181,565
2304954,Guaiúba,CE,1167,827
2305001,Guaraciaba do Norte,CE,2036,1721
2305100,Guaramiranga,CE,258,82
2305209,Hidrolândia,CE,2683,1882
2305233,Horizonte,CE,754,590
2305266,Ibaretama,CE,1639,1366
2305308,Ibiapina,CE,1814,1348
2305332,Ibicuitinga,CE,998,872
2305357,Icapuí,CE,1156,798
2305407,Icó,CE,6024,4501
2305506,Iguatu,CE,3734,2769
2305605,Independência,CE,3529,2831
2305654,Ipaporanga,CE,1805,1289
2305704,Ipaumirim,CE,1479,904
2305803,Ipu,CE,2356,2115
2305902,Ipueiras,CE,3282,2838
2306009,Iracema,CE,818,624
2306108,Irauçuba,CE,2100,1292
2306207,Itaiçaba,CE,904,525
2306256,Itaitinga,CE,637,365
2306306,Itapajé,CE,2024,1165
2306405,Itapipoca,CE,6629,5432
2306504,Itapiúna,CE,2235,1947
2306553,Itarema,CE,2307,1739
2306603,Itatira,CE,2251,1816
2306702,Jaguaretama,CE,1777,1580
2306801,Jaguaribara,CE,1082,896
2306900,Jaguaribe,CE,2698,1898
2307007,Jaguaruana,CE,2648,1442
2307106,Jardim,CE,2615,1872
2307205,Jati,CE,485,399
2307254,Jijoca de Jericoacoara,CE,1162,769
2307304,Juazeiro do Norte,CE,946,585
2307403,Jucás,CE,2211,1428
2307502,Lavras da Mangabeira,CE,3214,2225
2307601,Limoeiro do Norte,CE,1888,1201
2307635,Madalena,CE,1772,1405
2307650,Maracanaú,CE,194,122
2307700,Maranguape,CE,3047,1627
2307809,Marco,CE,1399,1109
2307908,Martinópole,CE,524,501
2308005,Massapê,CE,2045,1356
2308104,Mauriti,CE,3639,2789
2308203,Meruoca,CE,1087,893
2308302,Milagres,CE,1913,1802
2308351,Milhã,CE,1745,1595
2308377,Miraíma,CE,574,503
2308401,Missão Velha,CE,4408,3066
2308500,Mombaça,CE,6196,4614
2308609,Monsenhor Tabosa,CE,2143,1744
2308708,Morada Nova,CE,4738,4030
2308807,Moraújo,CE,754,462
2308906,Morrinhos,CE,1545,1201
2309003,Mucambo,CE,1103,749
2309102,Mulungu,CE,1170,869
2309201,Nova Olinda,CE,1013,724
2309300,Nova Russas,CE,1992,1296
2309409,Novo Oriente,CE,3588,3124
2309458,Ocara,CE,2506,2320
2309508,Orós,CE,1951,1503
2309607,Pacajus,CE,1239,987
2309706,Pacatuba,CE,774,486
2309805,Pacoti,CE,1026,600
2309904,Pacujá,CE,296,220
2310001,Palhano,CE,1337,827
2310100,Palmácia,CE,1054,769
2310209,Paracuru,CE,591,476
2310258,Paraipaba,CE,1776,1288
2310308,Parambu,CE,4389,3400
2310407,Paramoti,CE,852,660
2310506,Pedra Branca,CE,4004,3356
2310605,Penaforte,CE,287,205
2310704,Pentecoste,CE,2483,1890
2310803,Pereiro,CE,1620,1361
2310852,Pindoretama,CE,1490,921
2310902,Piquet Carneiro,CE,2504,1764
2310951,Pires Ferreira,CE,1011,826
2311009,Poranga,CE,2144,1498
2311108,Porteiras,CE,1534,1110
2311207,Potengi,CE,1376,881
2311231,Potiretama,CE,1072,633
2311264,Quiterianópolis,CE,3513,2976
2311306,Quixadá,CE,4880,3452
2311355,Quixelô,CE,2112,1708
2311405,Quixeramobim,CE,6848,5467
2311504,Quixeré,CE,628,423
2311603,Redenção,CE,2983,2491
2311702,Reriutaba,CE,1836,1495
