ibge7,municipio,uf,domicilios_total,domicilios_com_internet
2112803,Viana,MA,15782,11486
2112852,Vila Nova dos Martírios,MA,3318,2582
2112902,Vitória do Mearim,MA,9360,7235
2113009,Vitorino Freire,MA,9771,8119
2114007,Zé Doca,MA,12614,9725
2200053,Acauã,PI,2214,1764
2200103,Agricolândia,PI,1723,1323
2200202,Água Branca,PI,5878,4682
2200251,Alagoinha do Piauí,PI,2575,1980
2200277,Alegrete do Piauí,PI,1599,1261
2200301,Alto Longá,PI,4665,2893
2200400,Altos,PI,15168,11705
2200459,Alvorada do Gurguéia,PI,1670,1362
2200509,Amarante,PI,5501,3829
2200608,Angical do Piauí,PI,2453,1844
2200707,Anísio de Abreu,PI,3183,2339
2200806,Antônio Almeida,PI,1042,632
2200905,Aroazes,PI,1817,1315
2200954,Aroeiras do Itaim,PI,940,692
2201002,Arraial,PI,1534,1077
2201051,Assunção do Piauí,PI,2352,1736
2201101,Avelino Lopes,PI,3657,2550
2201150,Baixa Grande do Ribeiro,PI,3882,3005
2201176,Barra D'Alcântara,PI,1463,1255
2201200,Barras,PI,14538,10252
2201309,Barreiras do Piauí,PI,1014,728
2201408,Barro Duro,PI,2174,1563
2201507,Batalha,PI,8697,6508
2201556,Bela Vista do Piauí,PI,1234,856
2201572,Belém do Piauí,PI,1131,843
2201606,Beneditinos,PI,3512,2143
2201705,Bertolínia,PI,1760,1417
2201739,Betânia do Piauí,PI,2046,1499
2201770,Boa Hora,PI,2077,1486
2201804,Bocaina,PI,1578,1060
2201903,Bom Jesus,PI,8995,7955
2201919,Bom Princípio do Piauí,PI,1818,1059
2201929,Bonfim do Piauí,PI,1986,1171
2201945,Boqueirão do Piauí,PI,2096,1726
2201960,Brasileira,PI,2820,2103
2201988,Brejo do Piauí,PI,1385,862
2202000,Buriti dos Lopes,PI,6189,4530
2202026,Buriti dos Montes,PI,2364,2101
2202059,Cabeceiras do Piauí,PI,3208,2191
2202075,Cajazeiras do Piauí,PI,1045,803
2202083,Cajueiro da Praia,PI,2499,1960
2202091,Caldeirão Grande do Piauí,PI,1857,1436
2202109,Campinas do Piauí,PI,1773,1086
2202117,Campo Alegre do Fidalgo,PI,1594,978
2202133,Campo Grande do Piauí,PI,2085,1601
2202174,Campo Largo do Piauí,PI,2193,1278
2202208,Campo Maior,PI,15467,12547
2202251,Canavieira,PI,1126,789
2202307,Canto do Buriti,PI,6810,5233
2202406,Capitão de Campos,PI,3622,2661
2202455,Capitão Gervásio Oliveira,PI,1447,966
2202505,Caracol,PI,3319,2089
2202539,Caraúbas do Piauí,PI,1910,1042
2202554,Caridade do Piauí,PI,1605,1254
2202604,Castelo do Piauí,PI,6566,4812
2202653,Caxingó,PI,1769,1037
2202703,Cocal,PI,8948,6046
2202711,Cocal de Telha,PI,1647,1187
2202729,Cocal dos Alves,PI,2204,1638
2202737,Coivaras,PI,1283,915
2202752,Colônia do Gurguéia,PI,2063,1686
2202778,Colônia do Piauí,PI,2362,1718
2202802,Conceição do Canindé,PI,1706,1121
2202851,Coronel José Dias,PI,1483,835
2202901,Corrente,PI,8581,6231
2203008,Cristalândia do Piauí,PI,2300,1361
2203107,Cristino Castro,PI,3286,2747
2203206,Curimatá,PI,3642,2387
2203230,Currais,PI,1450,1105
2203255,Curralinhos,PI,1423,1137
2203271,Curral Novo do Piauí,PI,1575,1175
2203305,Demerval Lobão,PI,5455,4142
2203354,Dirceu Arcoverde,PI,2266,1256
2203404,Dom Expedito Lopes,PI,2235,1665
2203420,Domingos Mourão,PI,1316,1007
2203453,Dom Inocêncio,PI,3182,2257
2203503,Elesbão Veloso,PI,4799,3191
2203602,Eliseu Martins,PI,1535,1204
2203701,Esperantina,PI,13298,10016
2203750,Fartura do Piauí,PI,1743,849
2203800,Flores do Piauí,PI,1568,1198
2203859,Floresta do Piauí,PI,862,501
2203909,Floriano,PI,20933,17000
2204006,Francinópolis,PI,1645,989
2204105,Francisco Ayres,PI,1522,1118
2204154,Francisco Macedo,PI,1020,797
2204204,Francisco Santos,PI,2938,2305
2204303,Fronteiras,PI,3542,2644
2204352,Geminiano,PI,1928,1537
2204402,Gilbués,PI,3370,2479
2204501,Guadalupe,PI,3333,2584
2204550,Guaribas,PI,1310,986
2204600,Hugo Napoleão,PI,1188,874
2204659,Ilha Grande,PI,2777,1938
2204709,Inhuma,PI,5226,3919
2204808,Ipiranga do Piauí,PI,3148,2290
2204907,Isaías Coelho,PI,2588,1749
2205003,Itainópolis,PI,3945,2807
2205102,Itaueira,PI,3679,2783
2205151,Jacobina do Piauí,PI,1954,1485
2205201,Jaicós,PI,6047,3806
2205250,Jardim do Mulato,PI,1431,1124
2205276,Jatobá do Piauí,PI,1475,1191
2205300,Jerumenha,PI,1493,1042
2205359,João Costa,PI,994,468
2205409,Joaquim Pires,PI,4276,2893
2205458,Joca Marques,PI,1629,987
2205508,José de Freitas,PI,13262,10008
2205516,Juazeiro do Piauí,PI,1766,1356
2205524,Júlio Borges,PI,1705,1077
2205532,Jurema,PI,1524,995
2205540,Lagoinha do Piauí,PI,1011,732
2205557,Lagoa Alegre,PI,2537,1797
2205565,Lagoa do Barro do Piauí,PI,1622,1276
2205573,Lagoa de São Francisco,PI,1995,1693
2205581,Lagoa do Piauí,PI,1591,1097
2205599,Lagoa do Sítio,PI,1582,1142
2205607,Landri Sales,PI,1794,1307
2205706,Luís Correia,PI,9379,6983
2205805,Luzilândia,PI,7893,5235
2205854,Madeiro,PI,2258,1914
2205904,Manoel Emídio,PI,1729,1187
2205953,Marcolândia,PI,2824,2105
2206001,Marcos Parente,PI,1543,1094
2206050,Massapê do Piauí,PI,1742,1031
2206100,Matias Olímpio,PI,3202,2294
2206209,Miguel Alves,PI,9278,6021
2206308,Miguel Leão,PI,407,317
2206357,Milton Brandão,PI,2140,1432
2206407,Monsenhor Gil,PI,3517,2671
2206506,Monsenhor Hipólito,PI,2668,2095
2206605,Monte Alegre do Piauí,PI,3270,2254
2206654,Morro Cabeça no Tempo,PI,1377,789
2206670,Morro do Chapéu do Piauí,PI,2078,1297
2206696,Murici dos Portelas,PI,2955,2027
2206704,Nazaré do Piauí,PI,2330,1587
2206720,Nazária,PI,3269,2587
2206753,Nossa Senhora de Nazaré,PI,1712,1233
2206803,Nossa Senhora dos Remédios,PI,2551,1560
2206902,Novo Oriente do Piauí,PI,2255,1708
2206951,Novo Santo Antônio,PI,1006,634
2207009,Oeiras,PI,13492,10054
2207108,Olho D'Água do Piauí,PI,894,611
2207207,Padre Marcos,PI,2347,1580
2207306,Paes Landim,PI,1353,672
2207355,Pajeú do Piauí,PI,1097,862
2207405,Palmeira do Piauí,PI,1606,1300
2207504,Palmeirais,PI,4292,2772
2207553,Paquetá,PI,1292,739
2207603,Parnaguá,PI,3033,1928
2207702,Parnaíba,PI,51602,43817
2207751,Passagem Franca do Piauí,PI,1218,863
2207777,Patos do Piauí,PI,2075,1110
2207793,Pau D'Arco do Piauí,PI,1307,799
2207801,Paulistana,PI,7308,5570
2207850,Pavussu,PI,1296,806
2207900,Pedro II,PI,12126,8779
2207934,Pedro Laurentino,PI,813,498
2207959,Nova Santa Rita,PI,1372,828
2208007,Picos,PI,28844,24220
2208106,Pimenteiras,PI,3864,3092
2208205,Pio IX,PI,6092,5167
2208304,Piracuruca,PI,10026,7820
2208403,Piripiri,PI,21720,17114
2208502,Porto,PI,3376,2132
2208551,Porto Alegre do Piauí,PI,768,547
2208601,Prata do Piauí,PI,1091,802
2208650,Queimada Nova,PI,2882,2209
2208700,Redenção do Gurguéia,PI,2578,1623
2208809,Regeneração,PI,5668,3935
2208858,Riacho Frio,PI,1292,711
2208874,Ribeira do Piauí,PI,1393,958
2208908,Ribeiro Gonçalves,PI,1867,1339
2209005,Rio Grande do Piauí,PI,2114,1499
2209104,Santa Cruz do Piauí,PI,1971,1326
2209153,Santa Cruz dos Milagres,PI,1181,931
2209203,Santa Filomena,PI,1828,1280
2209302,Santa Luz,PI,1712,1304
2209351,Santana do Piauí,PI,1401,1116
2209377,Santa Rosa do Piauí,PI,1692,1195
2209401,Santo Antônio de Lisboa,PI,2097,1505
2209450,Santo Antônio dos Milagres,PI,607,379
2209500,Santo Inácio do Piauí,PI,1337,940
2209559,São Braz do Piauí,PI,1519,1143
2209609,São Félix do Piauí,PI,1027,860
2209658,São Francisco de Assis do Piauí,PI,1886,1224
2209708,São Francisco do Piauí,PI,2082,1425
2209757,São Gonçalo do Gurguéia,PI,929,531
2209807,São Gonçalo do Piauí,PI,1566,1180
2209856,São João da Canabrava,PI,1566,1251
2209872,São João da Fronteira,PI,1878,1313
2209906,São João da Serra,PI,2168,1484
2209955,São João da Varjota,PI,1470,981
2209971,São João do Arraial,PI,2532,1765
2210003,São João do Piauí,PI,7165,5387
2210052,São José do Divino,PI,1667,1207
2210102,São José do Peixe,PI,1158,865
2210201,São José do Piauí,PI,2287,1744
2210300,São Julião,PI,2195,1584
2210359,São Lourenço do Piauí,PI,1486,876
2210375,São Luis do Piauí,PI,832,571
2210383,São Miguel da Baixa Grande,PI,807,481
2210391,São Miguel do Fidalgo,PI,932,610
2210409,São Miguel do Tapuio,PI,5933,4522
2210508,São Pedro do Piauí,PI,4400,3398
2210607,São Raimundo Nonato,PI,13114,9847
2210623,Sebastião Barros,PI,981,548
2210631,Sebastião Leal,PI,1443,1143
2210656,Sigefredo Pacheco,PI,3262,2496
2210706,Simões,PI,4564,3603
2210805,Simplício Mendes,PI,4691,3105
2210904,Socorro do Piauí,PI,1453,744
2210938,Sussuapara,PI,2195,1607
2210953,Tamboril do Piauí,PI,999,567
2210979,Tanque do Piauí,PI,871,666
2211001,Teresina,PI,279703,251748
2211100,União,PI,14035,9841
2211209,Uruçuí,PI,7651,6480
2211308,Valença do Piauí,PI,7967,6293
2211357,Várzea Branca,PI,1658,960
2211407,Várzea Grande,PI,1635,1257
2211506,Vera Mendes,PI,1221,684
2211605,Vila Nova do Piauí,PI,1094,803
2211704,Wall Ferraz,PI,1389,1015
2300101,Abaiara,CE,3497,2574
2300150,Acarape,CE,4442,3315
2300200,Acaraú,CE,20980,16993
2300309,Acopiara,CE,16413,12298
2300408,Aiuaba,CE,4926,3766
2300507,Alcântaras,CE,3782,3174
2300606,Altaneira,CE,2491,1769
2300705,Alto Santo,CE,4973,4301
2300754,Amontada,CE,13224,9629
2300804,Antonina do Norte,CE,2596,1924
2300903,Apuiarés,CE,4550,3000
2301000,Aquiraz,CE,27722,23337
2301109,Aracati,CE,26028,22085
2301208,Aracoiaba,CE,8715,6643
2301257,Ararendá,CE,3946,3131
2301307,Araripe,CE,6726,4331
2301406,Aratuba,CE,3582,2687
2301505,Arneiroz,CE,2596,2027
2301604,Assaré,CE,7744,5780
2301703,Aurora,CE,8431,6120
2301802,Baixio,CE,2012,1478
2301851,Banabuiú,CE,5589,4603
2301901,Barbalha,CE,24144,19711
2301950,Barreira,CE,7576,5864
2302008,Barro,CE,6950,5618
2302057,Barroquinha,CE,4751,3119
2302107,Baturité,CE,11839,9007
2302206,Beberibe,CE,18268,14713
2302305,Bela Cruz,CE,11012,8001
2302404,Boa Viagem,CE,18084,13875
2302503,Brejo Santo,CE,17029,13970
2302602,Camocim,CE,20362,16126
2302701,Campos Sales,CE,8963,6440
2302800,Canindé,CE,25277,20074
2302909,Capistrano,CE,5916,4265
2303006,Caridade,CE,5356,3965
2303105,Cariré,CE,6131,4876
2303204,Caririaçu,CE,8813,6438
2303303,Cariús,CE,6290,4634
2303402,Carnaubal,CE,5719,4447
2303501,Cascavel,CE,25306,19749
2303600,Catarina,CE,3655,2742
2303659,Catunda,CE,3431,2636
2303709,Caucaia,CE,120680,104708
2303808,Cedro,CE,8076,5868
2303907,Chaval,CE,3905,2826
2303931,Choró,CE,3998,2936
2303956,Chorozinho,CE,7152,5621
2304004,Coreaú,CE,7036,5155
2304103,Crateús,CE,27128,22642
2304202,Crato,CE,44604,37439
2304236,Croatá,CE,6106,4778
2304251,Cruz,CE,10356,8944
2304269,Deputado Irapuan Pinheiro,CE,3344,2381
2304277,Ereré,CE,2249,1903
2304285,Eusébio,CE,25147,23485
2304301,Farias Brito,CE,6414,4664
2304350,Forquilha,CE,8108,6295
2304400,Fortaleza,CE,859995,767181
2304459,Fortim,CE,5927,5020
2304509,Frecheirinha,CE,5418,4122
2304608,General Sampaio,CE,2195,1490
2304657,Graça,CE,4832,3691
2304707,Granja,CE,17094,11358
2304806,Granjeiro,CE,1541,1217
2304905,Groaíras,CE,4008,3149
2304954,Guaiúba,CE,7752,5796
2305001,Guaraciaba do Norte,CE,13479,10857
2305100,Guaramiranga,CE,1919,1298
2305209,Hidrolândia,CE,6342,5047
2305233,Horizonte,CE,25614,22915
2305266,Ibaretama,CE,4026,3090
2305308,Ibiapina,CE,7899,6076
2305332,Ibicuitinga,CE,4073,2788
2305357,Icapuí,CE,7171,6328
2305407,Icó,CE,21429,15889
2305506,Iguatu,CE,34966,28787
2305605,Independência,CE,8466,7030
2305654,Ipaporanga,CE,4295,3341
2305704,Ipaumirim,CE,4069,3027
2305803,Ipu,CE,13932,10909
2305902,Ipueiras,CE,13287,10902
2306009,Iracema,CE,4797,3731
2306108,Irauçuba,CE,7333,5413
2306207,Itaiçaba,CE,2820,2350
2306256,Itaitinga,CE,19522,17577
2306306,Itapajé,CE,15625,11987
2306405,Itapipoca,CE,41578,31811
2306504,Itapiúna,CE,6118,4615
2306553,Itarema,CE,12961,10323
2306603,Itatira,CE,6689,5382
2306702,Jaguaretama,CE,6049,4480
2306801,Jaguaribara,CE,3362,2703
2306900,Jaguaribe,CE,12408,9100
2307007,Jaguaruana,CE,11723,9298
2307106,Jardim,CE,8748,7112
2307205,Jati,CE,2621,1975
2307254,Jijoca de Jericoacoara,CE,8773,7787
2307304,Juazeiro do Norte,CE,97350,82501
2307403,Jucás,CE,8230,6483
2307502,Lavras da Mangabeira,CE,10483,7858
2307601,Limoeiro do Norte,CE,21422,18232
2307635,Madalena,CE,5610,4306
2307650,Maracanaú,CE,79695,69387
2307700,Maranguape,CE,35081,29711
2307809,Marco,CE,7598,5937
2307908,Martinópole,CE,3700,2590
2308005,Massapê,CE,12334,9101
2308104,Mauriti,CE,14887,11418
2308203,Meruoca,CE,4824,4075
2308302,Milagres,CE,8752,6486
2308351,Milhã,CE,4660,3604
2308377,Miraíma,CE,4254,2665
2308401,Missão Velha,CE,11843,8859
2308500,Mombaça,CE,13640,10023
2308609,Monsenhor Tabosa,CE,5828,4782
2308708,Morada Nova,CE,22600,17858
2308807,Moraújo,CE,2710,2095
2308906,Morrinhos,CE,7284,5415
2309003,Mucambo,CE,4997,3803
2309102,Mulungu,CE,3333,2540
2309201,Nova Olinda,CE,5183,3978
2309300,Nova Russas,CE,10833,8792
2309409,Novo Oriente,CE,9782,7127
2309458,Ocara,CE,8799,7151
2309508,Orós,CE,7156,5626
2309607,Pacajus,CE,24059,19830
2309706,Pacatuba,CE,27110,23216
2309805,Pacoti,CE,3661,2999
2309904,Pacujá,CE,2198,1759
2310001,Palhano,CE,3255,2431
2310100,Palmácia,CE,3380,2180
2310209,Paracuru,CE,12981,10855
2310258,Paraipaba,CE,10783,8397
2310308,Parambu,CE,11135,9017
2310407,Paramoti,CE,3563,2469
2310506,Pedra Branca,CE,14240,11458
2310605,Penaforte,CE,2923,2401
2310704,Pentecoste,CE,12700,9033
2310803,Pereiro,CE,5276,3328
2310852,Pindoretama,CE,7992,6271
2310902,Piquet Carneiro,CE,5731,4500
2310951,Pires Ferreira,CE,3264,2675
2311009,Poranga,CE,4214,3483
2311108,Porteiras,CE,5566,4251
2311207,Potengi,CE,3134,2368
2311231,Potiretama,CE,2124,1723
2311264,Quiterianópolis,CE,6948,5535
2311306,Quixadá,CE,28990,22729
2311355,Quixelô,CE,5836,4238
2311405,Quixeramobim,CE,28612,22473
2311504,Quixeré,CE,7749,6404
2311603,Redenção,CE,9154,7430
2311702,Reriutaba,CE,6585,5152
2311801,Russas,CE,26393,22391
2311900,Saboeiro,CE,4925,3614
2311959,Salitre,CE,5361,3985
2312007,Santana do Acaraú,CE,9670,7155
2312106,Santana do Cariri,CE,5627,3837
2312205,Santa Quitéria,CE,13987,11377
2312304,São Benedito,CE,15621,12422
2312403,São Gonçalo do Amarante,CE,17943,14865
2312502,São João do Jaguaribe,CE,2371,1786
2312601,São Luís do Curu,CE,3867,2765
2312700,Senador Pompeu,CE,8959,6874
2312809,Senador Sá,CE,2426,1820
2312908,Sobral,CE,68009,57133
2313005,Solonópole,CE,6592,4804
2313104,Tabuleiro do Norte,CE,11735,9677
2313203,Tamboril,CE,8619,6673
2313252,Tarrafas,CE,2657,2053
2313302,Tauá,CE,21110,17575
2313351,Tejuçuoca,CE,5605,3198
2313401,Tianguá,CE,25661,20465
2313500,Trairi,CE,18922,14627
2313559,Tururu,CE,5078,3416
2313609,Ubajara,CE,10518,8469
2313708,Umari,CE,2404,2068
2313757,Umirim,CE,5658,4092
2313807,Uruburetama,CE,6401,4885
2313906,Uruoca,CE,4658,3151
2313955,Varjota,CE,6122,4880
2314003,Várzea Alegre,CE,14058,10986
2314102,Viçosa do Ceará,CE,18272,13393
2400109,Acari,RN,3812,3272
2400208,Assú,RN,19233,16286
2400307,Afonso Bezerra,RN,3373,2764
2400406,Água Nova,RN,991,845
2400505,Alexandria,RN,4844,3646
2400604,Almino Afonso,RN,1662,1275
2400703,Alto do Rodrigues,RN,4212,3536
2400802,Angicos,RN,3944,3101
2400901,Antônio Martins,RN,2372,1880
2401008,Apodi,RN,12893,11275
2401107,Areia Branca,RN,8186,7253
2401206,Arez,RN,4268,3401
2401305,Campo Grande,RN,3233,2477
2401404,Baía Formosa,RN,2779,2341
2401453,Baraúna,RN,8861,7676
2401503,Barcelona,RN,1386,1032
2401602,Bento Fernandes,RN,1556,1254
2401651,Bodó,RN,765,600
2401701,Bom Jesus,RN,3456,2714
2401800,Brejinho,RN,4205,3241
2401859,Caiçara do Norte,RN,1978,1505
2401909,Caiçara do Rio do Vento,RN,1050,811
2402006,Caicó,RN,22030,19409
2402105,Campo Redondo,RN,3472,2321
2402204,Canguaretama,RN,9184,7384
2402303,Caraúbas,RN,7036,5977
2402402,Carnaúba dos Dantas,RN,2800,2420
2402501,Carnaubais,RN,3240,2618
2402600,Ceará-Mirim,RN,24916,19435
2402709,Cerro Corá,RN,3687,2974
2402808,Coronel Ezequiel,RN,1883,1276
2402907,Coronel João Pessoa,RN,1439,1180
2403004,Cruzeta,RN,2933,2443
2403103,Currais Novos,RN,14613,12069
2403202,Doutor Severiano,RN,2411,2019
2403251,Parnamirim,RN,90265,84338
2403301,Encanto,RN,2014,1694
2403400,Equador,RN,1960,1481
2403509,Espírito Santo,RN,3558,2164
2403608,Extremoz,RN,20459,18376
2403707,Felipe Guerra,RN,2064,1680
2403756,Fernando Pedroza,RN,1054,774
2403806,Florânia,RN,3401,2813
2403905,Francisco Dantas,RN,988,800
2404002,Frutuoso Gomes,RN,1524,1228
2404101,Galinhos,RN,626,561
2404200,Goianinha,RN,8325,6759
2404309,Governador Dix-Sept Rosado,RN,4063,3431
2404408,Grossos,RN,3383,2860
2404507,Guamaré,RN,4904,4172
2404606,Ielmo Marinho,RN,3877,2954
2404705,Ipanguaçu,RN,4469,3736
2404804,Ipueira,RN,777,647
2404853,Itajá,RN,2399,2041
2404903,Itaú,RN,1901,1566
2405009,Jaçanã,RN,2754,2165
2405108,Jandaíra,RN,2092,1485
2405207,Janduís,RN,1535,1288
2405306,Januário Cicco,RN,3064,2075
2405405,Japi,RN,1776,1343
2405504,Jardim de Angicos,RN,796,532
2405603,Jardim de Piranhas,RN,4965,4227
2405702,Jardim do Seridó,RN,4468,3705
2405801,João Câmara,RN,10872,8223
2405900,João Dias,RN,751,604
2406007,José da Penha,RN,2144,1855
2406106,Jucurutu,RN,6347,4878
2406155,Jundiá,RN,1247,893
2406205,Lagoa d'Anta,RN,2196,1729
2406304,Lagoa de Pedras,RN,2575,1641
2406403,Lagoa de Velhos,RN,869,720
2406502,Lagoa Nova,RN,5110,4162
2406601,Lagoa Salgada,RN,2825,2173
2406700,Lajes,RN,3210,2398
2406809,Lajes Pintadas,RN,1709,1336
2406908,Lucrécia,RN,1201,968
2407005,Luís Gomes,RN,3003,2342
2407104,Macaíba,RN,28219,23524
2407203,Macau,RN,9649,8191
2407252,Major Sales,RN,1345,1168
2407302,Marcelino Vieira,RN,2729,2062
2407401,Martins,RN,2961,2539
2407500,Maxaranguape,RN,3208,2522
2407609,Messias Targino,RN,1430,1212
2407708,Montanhas,RN,3766,2906
2407807,Monte Alegre,RN,7730,6021
2407906,Monte das Gameleiras,RN,796,484
2408003,Mossoró,RN,92443,82256
2408102,Natal,RN,270057,240568
2408201,Nísia Floresta,RN,9998,8412
2408300,Nova Cruz,RN,11489,8769
2408409,Olho d'Água do Borges,RN,1402,1036
2408508,Ouro Branco,RN,1766,1361
2408607,Paraná,RN,1295,1100
2408706,Paraú,RN,1228,838
2408805,Parazinho,RN,1489,979
2408904,Parelhas,RN,7749,6563
2408953,Rio do Fogo,RN,3112,2503
2409100,Passa e Fica,RN,3801,2898
2409209,Passagem,RN,1077,831
2409308,Patu,RN,4036,3316
2409332,Santa Maria,RN,1628,1255
2409407,Pau dos Ferros,RN,10773,9298
2409506,Pedra Grande,RN,1085,853
2409605,Pedra Preta,RN,782,661
2409704,Pedro Avelino,RN,2058,1582
2409803,Pedro Velho,RN,4498,3496
2409902,Pendências,RN,4200,3280
2410009,Pilões,RN,1046,768
2410108,Poço Branco,RN,3834,2675
2410207,Portalegre,RN,2687,2121
2410256,Porto do Mangue,RN,1737,1401
2410306,Serra Caiada,RN,3207,2212
2410405,Pureza,RN,3031,2146
2410504,Rafael Fernandes,RN,1878,1605
2410603,Rafael Godeiro,RN,1071,746
2410702,Riacho da Cruz,RN,932,723
2410801,Riacho de Santana,RN,1439,1196
2410900,Riachuelo,RN,2337,1826
2411007,Rodolfo Fernandes,RN,1518,1207
2411056,Tibau,RN,1852,1608
2411106,Ruy Barbosa,RN,1090,726
2411205,Santa Cruz,RN,12783,10416
2411403,Santana do Matos,RN,4477,3630
2411429,Santana do Seridó,RN,921,733
2411502,Santo Antônio,RN,7690,5141
2411601,São Bento do Norte,RN,1046,866
2411700,São Bento do Trairí,RN,1297,866
2411809,São Fernando,RN,1242,1020
2411908,São Francisco do Oeste,RN,1479,1182
2412005,São Gonçalo do Amarante,RN,39833,34841
2412104,São João do Sabugi,RN,2256,1756
2412203,São José de Mipibu,RN,15656,12875
2412302,São José do Campestre,RN,3720,2752
2412401,São José do Seridó,RN,1541,1401
2412500,São Miguel,RN,8266,6793
2412559,São Miguel do Gostoso,RN,3201,2583
2412609,São Paulo do Potengi,RN,5880,4758
2412708,São Pedro,RN,1926,1402
2412807,São Rafael,RN,2730,2327
2412906,São Tomé,RN,3523,2297
2413003,São Vicente,RN,2218,1799
2413102,Senador Elói de Souza,RN,2037,1474
2413201,Senador Georgino Avelino,RN,1252,930
2413300,Serra de São Bento,RN,1929,1366
2413359,Serra do Mel,RN,4240,3576
2413409,Serra Negra do Norte,RN,2592,2137
2413508,Serrinha,RN,2242,1645
2413557,Serrinha dos Pintos,RN,1682,1484
2413607,Severiano Melo,RN,1982,1620
2413706,Sítio Novo,RN,1673,1018
2413805,Taboleiro Grande,RN,824,710
2413904,Taipu,RN,3645,2397
2414001,Tangará,RN,4480,3259
2414100,Tenente Ananias,RN,3388,2942
2414159,Tenente Laurentino Cruz,RN,1978,1577
2414209,Tibau do Sul,RN,5986,5189
2414308,Timbaúba dos Batistas,RN,844,721
2414407,Touros,RN,10424,7604
2414456,Triunfo Potiguar,RN,1130,798
2414506,Umarizal,RN,3693,3037
2414605,Upanema,RN,4679,3714
2414704,Várzea,RN,1809,1187
2414753,Venha-Ver,RN,1017,743
2414803,Vera Cruz,RN,3555,2625
2414902,Viçosa,RN,637,488
2415008,Vila Flor,RN,986,706
2500106,Água Branca,PB,3267,2656
2500205,Aguiar,PB,1836,1326
2500304,Alagoa Grande,PB,8786,6322
2500403,Alagoa Nova,PB,6994,5106
